Year,Country,Region,Forest_Area_km2,Population_Density,Agricultural_Land_Percent,Rainfall_mm,Temperature_C,Road_Density_km_per_km2,Mining_Activity,Protected_Area_Percent,Deforestation_Rate,Fire_Incidents,Logging_Activity,Urban_Expansion_Rate,Carbon_Emissions_kt,Label
2021,Bolivia,Amazon,2388529,89,45.6263382184737,2939.2221256842668,27.925397676213368,0.11646624812656145,0.015676294759929467,28.782173966204812,0.026838990056815316,53,0.015054448200720771,1.1403531309842558,3646,danger
2018,Malaysia,Central Highlands,1594316,44,33.877808936526904,2375.0904382789186,21.869072964501182,0.1484368797906276,0.042640605649197284,23.43489680954967,0.015806782194704213,75,0.014672151903383912,1.9728766767521213,4995,danger
2024,Colombia,Santa Cruz,4800915,27,42.4064435983881,2586.121959652158,20.666598298233062,0.07742068745182507,0.053741693859980705,11.49491807272631,0.01531907681871984,11,0.03916784837884675,1.6758747645188041,3672,danger
2019,Philippines,Amazon,2136675,60,27.186934534205918,1103.1305750551755,29.985608065856287,0.12641002548817537,0.0022504327428686465,19.213699469642677,0.024106140521309504,68,0.09705065091864538,1.845806196397687,7474,danger
2016,Vietnam,Amazon,1206673,10,39.99439725153075,2916.8890659198537,20.248172114451492,0.12122133033028169,0.04441130051754064,27.81648263021255,0.01956384592604985,26,0.1569548642325579,1.1581433309774445,3939,danger
2022,Congo,Santa Cruz,1301849,90,46.52165867559424,1244.3416386734775,28.352440601588654,0.11404705912421195,0.07813562183952004,11.889248516021738,0.0067751695055647135,19,0.09709917823317452,0.8511143059761728,2657,safe
2018,Malaysia,Madre de Dios,2228665,54,32.88491854888825,2305.04378302067,23.653668415506527,0.13169182569702031,0.06800460563742698,29.77751424275087,0.027302800392277032,27,0.06709532211217395,1.1177951980796776,5667,danger
2023,Philippines,Madre de Dios,1661068,41,17.231406022495182,1877.9652930022235,28.416154597578153,0.0592953425029345,0.06351569888639351,28.981387872908428,0.005769577555941003,31,0.016470598067351627,1.5741378767472702,3053,safe
2019,Philippines,Santa Cruz,1535891,68,20.751904601207926,2636.283850635139,25.54620491211145,0.026083263181079508,0.09095554284372026,11.565489614597517,0.023709908905243576,92,0.11005910463662592,0.664145607253969,6071,danger
2023,Colombia,Sarawak,1253494,58,17.94578307589623,1400.2490065696213,29.016312294863603,0.03266161768755125,0.0018032009825230011,28.668266408991098,0.02396985356760782,67,0.054253717296635355,0.9057036584247633,2576,danger
2018,Malaysia,Central Highlands,923177,76,19.87428110382932,3074.9302059199545,29.261929864146268,0.052670652704241205,0.055704758619223416,17.262651805189243,0.02882777713204826,62,0.12298683558342949,0.5699538506923856,5095,danger
2024,Indonesia,Palawan,1142762,53,22.256617974041454,3385.034610785411,20.09098181280776,0.10503760774932919,0.07873488484097071,26.89418334151725,0.0063533602100580185,10,0.19543754782648368,1.1485216075071973,5031,safe
2019,Peru,Amazonas,1267876,15,32.20535147012754,1490.0633492294696,20.754121759927884,0.16968412260374383,0.05413353827012673,18.36766675426543,0.01992142151961227,97,0.022262864295510033,1.7411686039694199,6818,danger
2023,Indonesia,Central Highlands,4204697,92,33.51966517855331,1312.9392620556464,22.503587295708556,0.143245734996793,0.03238955525803792,18.81710225405032,0.015696014265676322,70,0.042425079744387986,0.5369955324470161,7737,danger
2022,Malaysia,Madre de Dios,1706184,53,27.059989889674444,1436.5464483620774,26.693154163635015,0.15991771479838895,0.013625056509197786,22.684861819550854,0.013265823871488551,98,0.09461890761987496,1.512985290210749,6779,safe
2017,Indonesia,Palawan,2260511,25,34.616831192833416,3631.382685695505,28.88272196511506,0.07668536854595735,0.08875630718161914,25.48954838551967,0.007257964007476826,40,0.1937227630691859,1.8987438117706095,6837,safe
2015,Brazil,Sumatra,4041815,70,13.262997024454638,2584.5677852690687,24.599419512939626,0.08688421091322453,0.0470762392387603,10.675783018964973,0.019066352991782727,40,0.15436195525399912,0.8553917922667734,4972,danger
2017,Vietnam,Central,546002,67,13.511529482326399,2401.782988022508,26.069731162742656,0.08479955833821644,0.08781151969857015,21.863119910542686,0.01697601814186534,75,0.17964583863256603,1.5404522610914722,5948,danger
2018,Brazil,Amazon,1215339,87,16.873178414306338,1320.1354573070628,21.884998527955613,0.04645590503685529,0.058585212243316837,13.734659881947419,0.007613861453775607,28,0.06674296969515858,1.9626528516503006,4045,safe
2016,Madagascar,Santa Cruz,4639289,32,30.72309992161379,2948.6680202708853,28.049668338816854,0.021631165047278685,0.06741921166150008,16.918990357264057,0.020312237677427084,62,0.19840769475571893,1.943417090228695,5936,danger
2015,Indonesia,Santa Cruz,2284006,21,18.559787147932543,3603.9987756852697,29.6732811135347,0.12227405763717308,0.080426115437845,16.95937332310433,0.02344882800632346,85,0.02056656321283148,0.8523937895437149,4948,danger
2021,Madagascar,Amazon,1128889,10,21.331376139703092,3484.5576079703587,22.685989329145976,0.19795116984991137,0.06591555446001345,19.381206804423073,0.024181957526341207,83,0.010594581209220168,0.650496579818103,3627,danger
2022,Congo,Central,2867108,23,26.012513446919762,2878.1641269424035,24.948259516005464,0.04169764394054994,0.039805484067893776,16.682728237523467,0.027634329706560684,31,0.17112052541080564,0.722423806843874,3488,danger
2021,Bolivia,Amazonas,4344886,60,42.47464496041519,1225.8361499550208,20.861161105063736,0.018870115780862014,0.0513633383928651,12.147222369013356,0.01523676854721943,32,0.18545297404139727,1.5530535027232133,6145,danger
2019,Congo,Central,1425779,32,10.554485436514405,1337.191081528039,25.591366564629684,0.15811101954654727,0.080304552467588,12.912574770509028,0.028826819215553422,96,0.018117071509220352,1.5886383131799133,6198,danger
2015,Malaysia,Palawan,3029832,70,35.975152809464895,1147.9269613294741,25.027834418466806,0.0579913412700976,0.03736502963729842,10.668759711221954,0.02663573512706715,24,0.0226854853491683,1.5113548424422985,6463,danger
2021,Philippines,Central,3819151,42,36.755061241627416,1772.4376494774078,21.444364841550776,0.1676323230170564,0.03881214567684971,19.404981706575086,0.012412539275598475,35,0.006634831551154763,1.0041175816133572,2935,safe
2021,Vietnam,Palawan,725391,41,41.94623121426546,1406.9844014811333,24.420662131180748,0.14374796673655793,0.009569011605800115,29.08895389705977,0.008982075933736462,12,0.02090151252854482,0.7546654096371832,5563,safe
2023,Indonesia,Central,691387,72,47.31011756241253,1780.1441207573016,23.341046520865632,0.1896779720396529,0.09145844352217478,12.31350447296233,0.015884734903200335,96,0.041883963360056176,1.3711416379283796,5629,danger
2017,Colombia,Amazonas,4132632,90,10.805513957971593,2155.1741671568852,25.218308753051893,0.08769617479376768,0.009103631494544174,28.92528986006164,0.015047467698899166,29,0.1940153237820002,1.2255206686367996,3714,danger
2023,Bolivia,Amazonas,3284067,94,16.151348220528646,3828.948352213407,25.856543354287993,0.1357742694956205,0.06482091774485559,24.667230294641872,0.019392982633280105,49,0.1335720444479361,1.593251220683455,3802,danger
2015,Peru,Madre de Dios,1874073,53,45.446851762239724,2831.128179345076,20.084955786072094,0.09832240835452143,0.041319447880279775,22.749976058683263,0.0195846558081937,48,0.15571060510370843,1.162040118028432,3420,danger
2015,Peru,Amazon,3035394,47,28.340742487480615,3504.921357048887,27.610059829495555,0.12981185248862326,0.04056193902554424,22.905555106471258,0.02374967460949938,81,0.15522788073830443,1.0079595420297025,5591,danger
2018,Peru,Amazonas,4872352,40,32.583625557338536,3131.0545021369967,27.13014291861741,0.09542379214147009,0.0679551836572684,26.53455296792564,0.017747248705140252,27,0.10701474995584292,0.9402178660385216,5520,danger
2023,Indonesia,Palawan,1924663,62,36.5210881489259,1337.5093915798952,23.662863862065223,0.04584012682057422,0.006709373262987872,12.138397287596428,0.0076205660235191385,50,0.15949779554260346,0.8172054800746198,7896,safe
2020,Peru,Amazonas,2969146,17,37.1626641798255,3207.7612191218464,20.529359355688182,0.10650050904064237,0.059370578295143465,20.095086471310836,0.026457283388827652,79,0.11916150647799394,0.8986195642799921,5311,danger
2017,Brazil,Madre de Dios,3791070,56,47.26961613266033,1825.2966446773733,27.549325397850502,0.11043099827311403,0.07720317859723548,23.94182276521517,0.012744114579629675,36,0.06290921952067152,0.642245658266152,4305,safe
2015,Bolivia,Santa Cruz,1186268,62,49.87797669646679,2917.323540984119,29.551751604781323,0.1640147311694306,0.08282127578865943,21.736408901471272,0.0292824365076648,24,0.11222202175368015,1.0202855163933342,3995,danger
2018,Brazil,Palawan,1301955,36,38.80629843723761,2022.8859209289656,22.40151596022014,0.14974893410078044,0.01705303893937753,26.655581420465893,0.007946502716994253,46,0.10670171722690269,0.5548547185444372,3967,safe
2023,Philippines,Madre de Dios,1611009,85,21.488848368206032,3993.0167897939778,23.23524613737038,0.1361204085488744,0.08974190500781737,11.44543418022703,0.028956279305812578,67,0.16469061075186414,0.7796207707494902,5714,danger
2017,Bolivia,Sarawak,2513148,64,45.190096091773746,1790.6544384903334,21.838128894818148,0.03154354815498878,0.06561460918474422,23.814020789983317,0.007275295172062924,14,0.19634544347633182,1.6201556669291437,6035,safe
2023,Brazil,Sarawak,4967223,87,11.968836581630464,1837.391412322809,25.769361233448397,0.14691709522610585,0.08818548008206828,20.680554607694354,0.010775903448676486,82,0.08220851308418611,0.988203483014934,6485,safe
2021,Bolivia,Sumatra,2019593,62,19.24323411497985,3792.016766687195,21.54841394647455,0.10505797970735781,0.04852807171101983,17.58321727959887,0.00616449855216354,16,0.15267813568827193,1.5023555254660157,7462,safe
2018,Philippines,Central,2944291,60,45.89542869854859,1073.933213908968,23.561939434613794,0.17987891186017027,0.0542033345097202,16.805499644680616,0.02262782866597487,50,0.01995260080762671,1.575326263395916,6868,danger
2017,Madagascar,Amazon,647745,32,20.247660577574198,3090.0669636195908,26.97013013934263,0.18477547748480314,0.09190382770286712,22.41665265548386,0.026257468414294792,93,0.15536627388965774,1.3717780140981704,5458,danger
2024,Indonesia,Eastern,4292824,5,18.82604238486994,3175.9791722076343,25.601159830093483,0.020479752214339238,0.08999095433546718,27.819907492885296,0.015851777045399508,19,0.07428338239864643,1.9380466120480977,2393,danger
2019,Indonesia,Central Highlands,2230992,46,15.52501172560989,3509.135732231198,23.864625643279354,0.16592189646735098,0.04481608733690021,19.923518522022306,0.02821305187606074,71,0.007878032577937333,0.5321597999346699,6778,danger
2019,Peru,Madre de Dios,637686,86,44.36447030587666,3923.317931915426,24.20249601807542,0.017162504180307417,0.027441263163568177,26.4944632815384,0.019757476793889988,35,0.07264923571243545,1.6079789758822132,5730,danger
2017,Congo,Santa Cruz,2567636,52,30.002330367643467,3926.8057574699574,25.621108826232295,0.0797622288820543,0.03931704345642642,18.04312763687935,0.02075017838616308,77,0.12212855018432896,1.938179965910612,6365,danger
2023,Peru,Central Highlands,4651923,44,36.99572812216619,1195.8302726993916,20.058647278871614,0.11303699536800503,0.038776432852974975,12.04788925586353,0.026135480042519248,33,0.023850033536293315,1.793407594029409,6244,danger
2018,Malaysia,Santa Cruz,2483044,67,19.562655363001188,3465.5179682587077,20.7850986845361,0.03813915173915421,0.028686687498279396,11.23011472917277,0.012420005126295972,87,0.18480689848605092,0.7518390377075199,6906,safe
2019,Brazil,Central Highlands,4424221,80,40.321616840448655,2938.929800972144,28.812580677630116,0.1517996243881246,0.02685796043329666,11.02668742647355,0.013856643033190643,50,0.015534482654567717,0.9902304593775981,2027,safe
2018,Bolivia,Madre de Dios,3814344,76,40.40022179848394,2942.0264031192737,20.778789890912908,0.011587393792706329,0.08610629364797195,17.603002839153397,0.027648797979866108,74,0.18600134396663326,0.7586777598146981,5491,danger
2019,Congo,Eastern,549976,92,22.503920996332006,1385.0497798440845,27.06803596210505,0.042033819202467,0.006986192068466169,16.74475501671684,0.027524087400969094,26,0.1414275035871373,1.4019625457220561,7301,danger
2021,Philippines,Central Highlands,3022620,84,26.427305320411314,2950.56149933696,29.200381641090527,0.12035139767216038,0.06776111820995942,24.35874047245139,0.029412069405021772,33,0.06594243508284073,1.5682819729692383,6261,danger
2023,Malaysia,Madre de Dios,2863128,8,18.387611097208033,3947.4477418037436,22.70683604301731,0.14573363678708556,0.01728200514564523,24.856430031697315,0.027545957911041776,36,0.07815006954181865,0.9756106540445872,3173,danger
2021,Philippines,Amazonas,3867611,42,49.062440932916175,3735.455708618341,23.70491437059514,0.18416218951184407,0.034450589339406326,11.017079376674797,0.008184300900834022,16,0.14816187294654884,1.3092598609764432,2338,safe
2019,Indonesia,Eastern,4905813,31,35.824103082336464,2317.3919824145514,25.689214058447163,0.14404436386757855,0.006154303413483686,14.4224652577803,0.025593107153424683,82,0.12029422017624147,1.5363808551067926,3068,danger
2024,Indonesia,Palawan,4142693,13,47.38175522862062,1119.843919858283,28.817089696385846,0.13763806134842455,0.026997363685546207,15.485237003177994,0.015245961952739851,21,0.13432858429098904,1.1320097249165726,2841,danger
2024,Peru,Santa Cruz,2527320,20,22.135421745165328,2086.8804700006144,29.419055872604204,0.08492481780662621,0.07684210711172422,20.952239682856188,0.029770033898648445,94,0.077832923302696,1.7810232956831888,6284,danger
2021,Brazil,Sarawak,2312105,60,41.27563651987559,3479.1709348016657,27.39563248111268,0.010244040850092269,0.08850153245472586,12.890304478139004,0.016807024108220027,12,0.0975626963615198,1.6573249029317256,6746,danger
2024,Congo,Central,2447238,80,40.63434575538968,3104.4973043954983,20.86619760854694,0.03283025915976817,0.022152715190236705,12.678824388000008,0.018845902062555514,88,0.1979734968075787,0.596998315775856,2293,danger
2019,Vietnam,Sarawak,1895796,35,37.666226074661665,2378.030966781869,26.691541555348508,0.11156536350364743,0.046354783925892186,28.875777784159162,0.018244372881419963,94,0.042784574099943545,1.4316879486362435,3857,danger
2017,Malaysia,Eastern,4061262,92,48.62555901067202,1165.3046054764932,24.10303721872662,0.13827467831043974,0.047032404793720645,26.08405814595562,0.013043425746456946,19,0.08357123730442628,0.8529883264396244,3322,safe
2021,Malaysia,Palawan,708859,18,25.74221344425262,2280.684183469908,24.707009994910614,0.08931517394032787,0.08735753057597342,13.613098041823406,0.006875552222322954,42,0.05836463751479346,1.336277397000913,3647,safe
2016,Peru,Santa Cruz,4527902,29,15.228692943590293,2407.0748191536504,20.49148390345177,0.14882901219039416,0.07627990528758055,18.131356158109817,0.027391280760047963,55,0.15302230208796996,1.9353326639494495,6898,danger
2023,Indonesia,Palawan,545475,38,36.86835436976243,3785.6665986824078,21.910621393463583,0.10915383611311397,0.05130772183680499,17.112439985151312,0.02506689531315717,68,0.15280252513314416,1.818593006828375,5620,danger
2024,Peru,Central Highlands,3803364,71,39.17239201908825,2923.2583107464784,27.90513607533648,0.02409347716291932,0.06707472004717734,25.820081481308144,0.008488169513991731,61,0.058489092199479176,1.1067746046726976,6526,safe
2024,Bolivia,Santa Cruz,3739254,28,33.00242293835259,1934.9587499639467,24.539588330478598,0.04648308768391028,0.08473550539093669,20.204258329562442,0.024419206783751823,15,0.016278063326596582,0.93727078751653,7614,danger
2015,Congo,Central Highlands,1599577,77,18.27271572533585,2575.9547933521644,23.01662241631149,0.16959966241634916,0.0009538954025544944,12.55699473986934,0.02064616665126525,11,0.002286535334440809,0.8516086166123885,5094,danger
2020,Brazil,Madre de Dios,1344081,30,30.178237666774216,1198.1659234664803,23.840190739649582,0.14773342185864352,0.04028900310500486,24.77984126312488,0.015228594697940558,38,0.0854901066484971,1.29877230463478,5491,danger
2021,Madagascar,Eastern,4195727,24,22.487589462765175,3917.7047069492105,28.5439951332568,0.18000477753237407,0.09072431672770787,17.93775956449838,0.011350528727389068,49,0.08206751886715419,0.6713726798870845,5495,safe
2022,Colombia,Madre de Dios,2102970,68,27.09866112666756,2080.179705792178,27.48999017404957,0.03233587733297795,0.07403130308439514,15.258484952642942,0.02649321958755581,70,0.1976779757279726,1.323912512192373,6582,danger
2024,Colombia,Sumatra,2031064,14,35.808743033786556,2433.6020647394075,22.723153971810827,0.19814228157686406,0.054284137433407466,17.5099724404144,0.022504706482351325,77,0.09396041513953593,0.502000459236188,5801,danger
2023,Peru,Palawan,4911887,87,39.80858970763338,2065.851922710768,21.175018402123733,0.049787275650487385,0.05296445270351335,19.955131272137926,0.01869349773672842,77,0.05128367391508413,0.9857744461187672,2088,danger
2016,Bolivia,Central Highlands,727189,71,19.288987636053726,3047.5351903486007,22.519982216440717,0.012238176494461982,0.03477700976044378,16.86231032834019,0.0202392133474616,38,0.1782458882062935,0.8299014707458718,6366,danger
2024,Congo,Amazonas,2576198,28,26.213014425878136,2986.6964749887793,29.207564510547336,0.1995103584201753,0.05205205336415145,14.838115451835156,0.007276654552054524,71,0.0982135899307157,1.956828184941173,3956,safe
2016,Vietnam,Madre de Dios,1968919,9,20.766462839665166,3145.966931587407,25.815888378497554,0.0634040382345715,0.06553831994634533,17.970040576079604,0.016847994022779797,69,0.11983512704211557,1.5908634793549685,7868,danger
2019,Colombia,Sumatra,3781941,71,17.945264554474765,1804.4296888357626,25.334802087447827,0.13692369597738638,0.04183630384287931,10.383458214997965,0.009842507319642549,93,0.019133742085642537,1.0244800706933566,2899,safe
2019,Congo,Amazon,3150324,62,41.335488799833534,1947.005443492198,25.963935996924615,0.04356963969349799,0.0714153146392174,25.44995692192628,0.010209591975220634,50,0.07658328146595482,0.6392676297959308,5477,safe
2020,Brazil,Sarawak,3910580,31,46.370107777479696,1375.7536932886237,23.660282657465153,0.12024342111783692,0.08612322272603859,13.418897871351716,0.021532599057171666,96,0.18884473489475737,1.2752008920359361,3744,danger
2017,Philippines,Santa Cruz,4185104,84,24.80928742738307,2966.5299155383377,28.071070203195127,0.18176664742636628,0.015468484818486117,10.878092272612745,0.027781403795857203,91,0.11790107683508509,0.8201718219890635,6373,danger
2022,Bolivia,Sumatra,1920858,19,40.05115697495067,1119.3913820069577,25.2328624930025,0.07083442181140333,0.04515470228174245,23.073973858101585,0.015093915261958663,98,0.06890037102849234,1.3046443188475367,4253,danger
2015,Indonesia,Eastern,2248982,39,45.87981157457644,2793.047006570377,21.167479027687957,0.13734825544842827,0.040802009128508114,25.478722576473444,0.01019373182530476,74,0.12513343612631864,1.7530435312683388,5661,safe
2020,Congo,Madre de Dios,1945065,80,43.84496842120926,3609.0876545549017,21.29065124829063,0.04570168187169914,0.06874648040497282,26.276582631856865,0.021218673430916355,73,0.18208221791562323,1.423688828152078,4960,danger
2018,Brazil,Eastern,578077,57,17.312535541569037,3672.4964448689007,25.368591465026185,0.1287111257565578,0.024986746525792938,19.870183653212,0.026779676158757943,88,0.05479812009451801,1.4506826293175032,3633,danger
2015,Vietnam,Sarawak,2141232,48,48.251675260534455,2347.113281109885,29.36570218070839,0.07392556684532692,0.06402509149522763,14.107363693799705,0.02370797002806227,72,0.10102334369413489,1.3115454335942172,2861,danger
2021,Madagascar,Amazonas,4945818,30,25.0670576171785,2377.911064639221,23.083521216761987,0.05012956913171082,0.0877489241731488,24.744553544996535,0.026718930763414677,57,0.19173813078235108,1.8908984489471137,6701,danger
2023,Indonesia,Palawan,4595077,51,23.569626446953453,1230.907549024052,28.69541168859218,0.06950458963369067,0.041813159979362274,23.994261543086743,0.01841386677526998,29,0.03447922865969053,1.897854026630905,7157,danger
2018,Madagascar,Palawan,1284192,38,12.497253091111213,3012.2950763291074,27.640955865788793,0.043979803016481876,0.09110156999792202,14.925414682063465,0.02379690610922977,46,0.14393278511934232,1.2690848016103282,3013,danger
2018,Vietnam,Eastern,1420114,91,29.44694616419532,3463.7782611185366,22.47812442906907,0.18136406048919773,0.09931637389334785,28.06815511725586,0.008501613983973411,73,0.12289620164059648,0.9586392307152567,5299,safe
2020,Brazil,Central Highlands,1101891,99,14.360544625637148,1733.965163814139,20.363407483162426,0.08546550840025448,0.010609204994795209,12.08742916165658,0.013706865384079787,95,0.13593502622812698,1.1893805088191658,3506,safe
2017,Colombia,Amazonas,4029921,54,19.94159283709704,2263.902644900094,21.018472651423828,0.056603067945129794,0.023305318798485866,29.653764791826514,0.014738729112038062,14,0.07024392613351393,0.7798368682934236,5205,safe
2020,Madagascar,Palawan,2682926,88,22.677704870691255,3516.518010295811,27.284939338474402,0.09519748979302725,0.09503797514820933,27.20495621954929,0.017782393656150863,43,0.06277587469675298,1.454516472977134,6803,danger
2021,Indonesia,Amazonas,2985670,16,42.353052939667364,3631.361402986864,21.996697380406466,0.07090187169323416,0.09583276864813868,23.757972909581504,0.02822690900642059,48,0.1368419341176741,1.2501385036733499,2977,danger
2024,Peru,Sumatra,3844250,91,45.01954601583586,1729.539940792678,23.712709205053937,0.15143965822453195,0.00977072753867585,28.77499776559666,0.026857414005554355,76,0.043108657020909075,0.6549507167199198,5461,danger
2024,Malaysia,Amazonas,3866085,8,22.098652698458785,2651.711903624093,25.01699166006425,0.19453178325824394,0.0014998500377136682,24.446223366474158,0.008363137307229613,90,0.08393094897180103,0.796471671679423,3817,safe
2017,Congo,Central,4523278,91,44.347924849782956,1577.4794519074812,27.254681684501627,0.09322639477255289,0.016110002325642227,13.809139940600918,0.00931974129706158,71,0.037634929210583604,1.21944793429929,5684,safe
2021,Colombia,Sarawak,1037977,52,44.28923749479164,1305.6362924186697,21.132312232591254,0.17359634599472568,0.09960127833822484,18.843122762256236,0.013941013739722782,97,0.0016609682246659487,1.8313834860782876,6058,safe
2017,Madagascar,Palawan,2499014,59,40.58603801539494,3733.3615041758726,24.063664052774616,0.1175139839763277,0.017999961661068688,11.430060486632707,0.012268596647266847,33,0.1940114720076139,1.3495860809466462,4634,safe
2016,Philippines,Amazonas,4203292,5,15.867804560607262,3461.5225126963273,24.850729091426956,0.03987477636790436,0.05025476067220232,17.793148445762306,0.020369273828906555,12,0.08634059573128382,1.5223025003127062,6901,danger
2024,Congo,Eastern,2058141,93,37.61291387602916,3280.1047054095216,25.408270639715397,0.1412183209954549,0.08484177264305111,24.832060394744175,0.02756940119411362,80,0.19386992288396507,1.0085428246158645,7629,danger
2018,Peru,Amazon,4168280,70,47.80096258322275,1146.2989564394213,28.183606413952166,0.10755255445390582,0.002040161068820634,17.72886701861635,0.02905728854181467,98,0.02806470395356522,1.3571170895663514,6815,danger
2022,Vietnam,Central,3223408,34,37.30161915068628,3531.1863781307725,21.716781950432168,0.13361523941789966,0.060448898225845954,16.605883509362684,0.021340073813380663,76,0.11747335589149721,1.171069733957101,5666,danger
2023,Malaysia,Central,2348058,7,23.26467396431336,2314.132227716151,28.078314518266225,0.17904060838861635,0.027702544886962433,21.907114450206237,0.025953980035027167,88,0.04019480655824792,1.488694868934741,2948,danger
2021,Brazil,Central Highlands,2659173,25,30.02317269723325,2027.1853698875789,26.92878427696652,0.09368256842464875,0.08623349164397316,27.4440905799779,0.018130055005769925,59,0.15801482539265496,0.5758633491185156,2473,danger
2015,Peru,Amazonas,542291,93,35.829001734042144,2639.4290830761292,25.558708141989595,0.18122374841129757,0.028346114926407918,10.951663850922248,0.010208173671500993,38,0.15674059775219507,1.2399503243584387,2567,safe
2017,Peru,Central Highlands,4997968,88,30.42281634914014,1274.0597281706675,26.99527870402572,0.15262711271351445,0.0686755720281909,17.70940869399471,0.018117210302336935,83,0.02252142980786236,0.9439889377159505,5432,danger
2023,Vietnam,Central Highlands,2622827,53,14.798117669238792,3269.9396480571963,24.120177389516563,0.1028349359168171,0.06742196324473969,13.164814836305254,0.018877065035941276,41,0.18241289057527785,0.9892775919168639,6023,danger
2015,Bolivia,Amazon,2568671,90,22.482561786080826,2747.305230664888,21.383975859681247,0.1246122057750131,0.022149354885964003,23.907085014637392,0.023561439105338915,96,0.03892592944064493,1.941376147337092,4258,danger
2023,Vietnam,Sumatra,1208672,89,42.0958412221453,1559.7702906195027,26.657652402653675,0.07186041517861218,0.003479919986835012,12.114491208622697,0.010497074742683727,48,0.12259546831787207,0.7740422190670742,7177,safe
2022,Bolivia,Amazonas,837369,66,44.456721843820695,1564.6965993071367,25.246723066856223,0.19688348695036711,0.04092495737853973,23.29615517160489,0.014207759552168294,18,0.19712672401754083,0.9668678788678954,5144,safe
2015,Bolivia,Madre de Dios,4476974,42,15.49200130862281,1552.7459547180226,26.393748005427753,0.13679672097957524,0.02891931519658697,15.723617415958147,0.014100686730364156,23,0.17647930695327277,1.2648388635963077,6310,safe
2020,Colombia,Palawan,3992963,19,48.09547009594898,1171.007162655802,23.379987810284902,0.01833090197435968,0.08089777496137086,13.978336274744494,0.028985989893529122,77,0.1913127857122338,1.7945404222244354,6995,danger
2019,Colombia,Central Highlands,2727039,56,23.152904713944373,2763.3953481150543,29.068665773398358,0.07205816209212167,0.08003641884553453,28.72705115649971,0.016098624008167972,73,0.06851975424362389,1.1250051248095556,7897,danger
2020,Indonesia,Sarawak,796063,83,36.4925495492288,3521.0445327655243,25.87369868575577,0.12842974241422092,0.04570239521926255,10.370491534919118,0.023877349182453662,29,0.021115128443892673,1.6157979213322566,3982,danger
2024,Madagascar,Santa Cruz,1883875,50,40.07300583826725,1052.4946419621658,20.85402484290874,0.020703322781855563,0.06065122253232189,18.75554543779138,0.023770284534360975,37,0.037669374657890026,1.7845611473222036,3096,danger
2019,Madagascar,Sarawak,2376336,29,42.477849385515334,1147.0139349138205,24.498039907044287,0.014537996350637126,0.06042595159869252,10.432539849235877,0.011638604620081034,23,0.10009897901532278,0.9650245337327734,7390,safe
2020,Brazil,Amazon,4456778,25,47.82998808903721,2718.3108300608374,27.563560547436342,0.09550460551028249,0.08271581484276234,19.67186096208658,0.019296742234293302,53,0.15864593565466445,1.089125275308065,5570,danger
2019,Madagascar,Amazon,3387757,92,22.516781921152905,3458.487056158157,27.941345617322725,0.07321113414160729,0.042500241412319756,20.020947555888363,0.0273575723329662,86,0.030030728836775045,1.0348343355325345,7353,danger
2019,Colombia,Eastern,2968665,9,44.34025818206218,1980.2166717059008,24.945970527637588,0.09327673552630152,0.027544667979050908,16.433249427894943,0.016879942986423736,48,0.1319463064521514,1.7492837129268817,5390,danger
2018,Indonesia,Sumatra,3409984,74,15.26747613744828,2048.843196423167,28.94747570831301,0.05991172887720098,0.026503491814054748,12.643235550500474,0.02862793768356365,37,0.06471552080790237,0.5665202929304017,4672,danger
2017,Indonesia,Palawan,1192924,51,38.20163625414371,2789.0394924903276,22.676684371942976,0.04129637191916637,0.053619227928220416,17.527750754689507,0.01036145573310404,73,0.0682404144784307,0.96263163324302,5646,safe
2017,Bolivia,Central Highlands,3070115,91,39.679109180559436,1822.638667372441,24.105986972382667,0.14093723782626416,0.04491482027322126,23.44525879865132,0.006853977644350768,98,0.13238354603158528,1.519112836392695,4419,safe
2018,Vietnam,Sarawak,2161655,72,37.10892964805282,1079.8250982330524,28.9859691056897,0.10776851209088209,0.04401207709849362,25.647916172889182,0.027286346828618732,41,0.09339988390664405,1.348165249348014,6279,danger
2023,Brazil,Santa Cruz,3600498,95,20.09258944540612,3205.685554304788,28.96256716471579,0.0480293001373797,0.009113733908970722,20.615012047762846,0.026192029949055416,18,0.1624066586051988,1.1544340389405414,5348,danger
2016,Bolivia,Amazon,1523920,22,44.921725880608136,2876.9497388243594,26.85712768824681,0.07072199098939967,0.07186037406901956,21.796687888795113,0.029814746898346116,37,0.03118370193256541,1.3099223408320766,2673,danger
2023,Vietnam,Amazon,4311666,25,16.7543385348158,2742.2679971669772,28.5898054712222,0.12244350245603192,0.02137366879819107,14.012327422493055,0.02198483720281065,26,0.1579896539534077,0.7963768787424774,4802,danger
2015,Madagascar,Sumatra,4319712,96,12.145391660833234,3225.0523869754693,20.887732669562325,0.023723576171770788,0.019695363020872138,15.746606664552989,0.028417198166678738,96,0.012847049611484175,1.1460749324120156,7777,danger
2015,Bolivia,Santa Cruz,1533668,90,38.698599624476486,3025.6925126861124,28.649949762077764,0.038016071760574116,0.04127583202773935,13.237912201047168,0.02567372562710277,86,0.038810776049121004,1.2525544762645235,4369,danger
2019,Congo,Santa Cruz,2973199,27,29.01902860930935,1617.6459645349635,23.20619906550227,0.02391666478040412,0.02277783416178014,14.985907000092226,0.02611065832800217,64,0.13122994290063308,1.8517836829319025,6530,danger
